# Synthetic firmware Serial HDR/TLM capture generated for Phase 2 dashboard alignment
HDR,t_ms,baro_valid,baro_upd,baro_seq,bmp_T,bmp_P,bmp_alt,imu_valid,imu_upd,imu_seq,ax,ay,az,gx,gy,gz,aux_valid,aux_upd,aux_seq,lis_ax,lis_ay,lis_az,att_valid,att_upd,att_seq,q0,q1,q2,q3,auxvz_valid,auxvz_upd,auxvz_seq,a_vertical,est_valid,est_upd,est_seeded,est_seq,est_h,est_v,est_a,arm_state,policy_runtime_enabled,software_arm_token,phase,actuator_us,phase_diag_valid,phase_diag_updated,phase_diag_seq,phase_diag_t_ms,phase_diag_age_ms,phase_launch_latched,phase_burnout_latched,phase_descent_latched,phase_launch_candidate,phase_burnout_candidate,phase_descent_candidate,phase_boost_dwell_met,phase_coast_dwell_met,phase_brake_active,phase_launch_confirm_ms,phase_burnout_confirm_ms,phase_descent_confirm_ms,phase_since_launch_ms,phase_since_burnout_ms,policy_valid,policy_cmd,apogee_no_brake,apogee_full_brake,target_apogee,apogee_error,target_nominal,target_effective,uncertainty_margin,sea_level_hpa,baro_baseline_hpa,warn_mask
TLM,5300,1,1,266,16.685374,908.263057,913.203451,1,1,266,-0.118424,-0.155910,-27.799410,-0.011980,-0.017987,0.005118,1,1,266,-0.140315,-0.174111,-27.765195,1,1,266,0.999944,0.003840,0.009790,0.001182,1,1,266,-37.650388,1,1,1,266,812.722938,302.966756,-37.650388,2,1,1,3,1959,1,1,266,5300,0,1,1,0,0,0,0,1,1,1,4360,750,0,4300,640,1,0.959093,4030.136820,3008.489831,3045.282004,984.854816,3048,3045.282004,2.717996,1013.250000,1001.100000,0
TLM,5400,1,1,271,16.506029,904.964514,943.252790,1,1,271,-0.131102,-0.157650,-27.124985,-0.011870,-0.017913,0.004988,1,1,271,-0.147926,-0.172946,-27.084669,1,1,271,0.999943,0.003798,0.009914,0.001121,1,1,271,-36.958292,1,1,1,271,842.795661,299.243415,-36.958292,2,1,1,3,1958,1,1,271,5400,0,1,1,0,0,0,0,1,1,1,4460,850,0,4400,740,1,0.958476,4003.529783,3008.991455,3045.288912,958.240872,3048,3045.288912,2.711088,1013.250000,1001.100000,0
TLM,5500,1,1,276,16.328890,901.716024,972.932962,1,1,276,-0.143138,-0.158914,-26.472422,-0.011663,-0.017775,0.004851,1,1,276,-0.154691,-0.171207,-26.426685,1,1,276,0.999942,0.003752,0.010034,0.001059,1,1,276,-36.287289,1,1,1,276,872.500143,295.588011,-36.287289,2,1,1,3,1958,1,1,276,5500,0,1,1,0,0,0,0,1,1,1,4560,950,0,4500,840,1,0.957852,3977.587157,3009.492845,3045.295837,932.291321,3048,3045.295837,2.704163,1013.250000,1001.100000,0
TLM,5600,1,1,281,16.153916,898.516480,1002.250685,1,1,281,-0.154472,-0.159697,-25.840351,-0.011362,-0.017572,0.004706,1,1,281,-0.160616,-0.168909,-25.789966,1,1,281,0.999941,0.003701,0.010151,0.000997,1,1,281,-35.636542,1,1,1,281,901.843054,291.998486,-35.636542,2,1,1,3,1957,1,1,281,5600,0,1,1,0,0,0,0,1,1,1,4660,1050,0,4600,940,1,0.957223,3952.292566,3009.993899,3045.302779,906.989787,3048,3045.302779,2.697221,1013.250000,1001.100000,0
TLM,5700,1,1,286,15.981069,895.364812,1031.212481,1,1,286,-0.165050,-0.159997,-25.227438,-0.010969,-0.017307,0.004553,1,1,286,-0.165709,-0.166069,-25.173255,1,1,286,0.999940,0.003646,0.010264,0.000935,1,1,286,-35.005254,1,1,1,286,930.830862,288.472862,-35.005254,2,1,1,3,1957,1,1,286,5700,0,1,1,0,0,0,0,1,1,1,4760,1150,0,4700,1040,1,0.956587,3927.630082,3010.494514,3045.309740,882.320342,3048,3045.309740,2.690260,1013.250000,1001.100000,0
TLM,5800,1,1,291,15.810310,892.259983,1059.824677,1,1,291,-0.174820,-0.159813,-24.632394,-0.010487,-0.016979,0.004393,1,1,291,-0.169987,-0.162706,-24.575327,1,1,291,0.999939,0.003586,0.010375,0.000872,1,1,291,-34.392667,1,1,1,291,959.469842,285.009238,-34.392667,2,1,1,3,1956,1,1,291,5800,0,1,1,0,0,0,0,1,1,1,4860,1250,0,4800,1140,1,0.955946,3903.584208,3010.994593,3045.316718,858.267490,3048,3045.316718,2.683282,1013.250000,1001.100000,0
TLM,5900,1,1,296,15.641604,889.200992,1088.093416,1,1,296,-0.183733,-0.159145,-24.053993,-0.009920,-0.016590,0.004226,1,1,296,-0.173466,-0.158841,-23.995005,1,1,296,0.999939,0.003522,0.010481,0.000808,1,1,296,-33.798059,1,1,1,296,987.766084,281.605789,-33.798059,2,1,1,3,1955,1,1,296,5900,0,1,1,0,0,0,0,1,1,1,4960,1350,0,4900,1240,1,0.955299,3880.139866,3011.494036,3045.323715,834.816150,3048,3045.323715,2.676285,1013.250000,1001.100000,0
TLM,6000,1,1,301,15.474914,886.186866,1116.024667,1,1,301,-0.191747,-0.157997,-23.491081,-0.009273,-0.016142,0.004053,1,1,301,-0.176170,-0.154497,-23.431168,1,1,301,0.999938,0.003453,0.010585,0.000745,1,1,301,-33.220745,1,1,1,301,1015.725501,278.260758,-33.220745,2,1,1,3,1955,1,1,301,6000,0,1,1,0,0,0,0,1,1,1,5060,1450,0,5000,1340,1,0.954645,3857.282380,3011.992750,3045.330730,811.951649,3048,3045.330730,2.669270,1013.250000,1001.100000,0
TLM,6100,1,1,306,15.310206,883.216665,1143.624226,1,1,306,-0.198821,-0.156370,-22.942589,-0.008551,-0.015635,0.003873,1,1,306,-0.178122,-0.149697,-22.882762,1,1,306,0.999937,0.003381,0.010685,0.000681,1,1,306,-32.660070,1,1,1,306,1043.353831,274.972454,-32.660070,2,1,1,3,1954,1,1,306,6100,0,1,1,0,0,0,0,1,1,1,5160,1550,0,5100,1440,1,0.953986,3834.997466,3012.490638,3045.337764,789.659702,3048,3045.337764,2.662236,1013.250000,1001.100000,0
TLM,6200,1,1,311,15.147447,880.289477,1170.897726,1,1,311,-0.204921,-0.154271,-22.407542,-0.007760,-0.015072,0.003686,1,1,311,-0.179351,-0.144468,-22.348811,1,1,311,0.999936,0.003304,0.010782,0.000616,1,1,311,-32.115411,1,1,1,311,1070.656650,271.739253,-32.115411,2,1,1,3,1953,1,1,311,6200,0,1,1,0,0,0,0,1,1,1,5260,1650,0,5200,1540,1,0.953320,3813.271216,3012.987608,3045.344816,767.926400,3048,3045.344816,2.655184,1013.250000,1001.100000,0
TLM,6300,1,1,316,14.986604,877.404419,1197.850642,1,1,316,-0.210018,-0.151705,-21.885069,-0.006906,-0.014455,0.003494,1,1,316,-0.179886,-0.138834,-21.828425,1,1,316,0.999936,0.003223,0.010875,0.000551,1,1,316,-31.586174,1,1,1,316,1097.639373,268.559587,-31.586174,2,1,1,3,1953,1,1,316,6300,0,1,1,0,0,0,0,1,1,1,5360,1750,0,5300,1640,1,0.952648,3792.090090,3013.483570,3045.351887,746.738203,3048,3045.351887,2.648113,1013.250000,1001.100000,0
TLM,6400,1,1,321,14.827645,874.560633,1224.488297,1,1,321,-0.214086,-0.148681,-21.374409,-0.005996,-0.013786,0.003296,1,1,321,-0.179756,-0.132824,-21.320808,1,1,321,0.999935,0.003138,0.010964,0.000486,1,1,321,-31.071793,1,1,1,321,1124.307263,265.431949,-31.071793,2,1,1,3,1952,1,1,321,6400,0,1,1,0,0,0,0,1,1,1,5460,1850,0,5400,1740,1,0.951970,3771.440899,3013.978432,3045.358977,726.081922,3048,3045.358977,2.641023,1013.250000,1001.100000,0
TLM,6500,1,1,326,14.670539,871.757290,1250.815868,1,1,326,-0.217106,-0.145206,-20.874914,-0.005037,-0.013067,0.003093,1,1,326,-0.178992,-0.126466,-20.825260,1,1,326,0.999934,0.003049,0.011050,0.000421,1,1,326,-30.571727,1,1,1,326,1150.665436,262.354886,-30.571727,2,1,1,3,1951,1,1,326,6500,0,1,1,0,0,0,0,1,1,1,5560,1950,0,5500,1840,1,0.951287,3751.310799,3014.472106,3045.366087,705.944712,3048,3045.366087,2.633913,1013.250000,1001.100000,0
TLM,6600,1,1,331,14.515258,868.993582,1276.838389,1,1,331,-0.219062,-0.141293,-20.386052,-0.004038,-0.012301,0.002885,1,1,331,-0.177626,-0.119788,-20.341182,1,1,331,0.999934,0.002956,0.011133,0.000356,1,1,331,-30.085460,1,1,1,331,1176.718863,259.326998,-30.085460,2,1,1,3,1951,1,1,331,6600,0,1,1,0,0,0,0,1,1,1,5660,2050,0,5600,1940,1,0.950596,3731.687276,3014.964506,3045.373215,686.314061,3048,3045.373215,2.626785,1013.250000,1001.100000,0
TLM,6700,1,1,336,14.361771,866.268728,1302.560760,1,1,336,-0.219945,-0.136952,-19.907403,-0.003006,-0.011491,0.002672,1,1,336,-0.175687,-0.112821,-19.868076,1,1,336,0.999933,0.002860,0.011212,0.000290,1,1,336,-29.612499,1,1,1,336,1202.472382,256.346934,-29.612499,2,1,1,3,1950,1,1,336,6700,0,1,1,0,0,0,0,1,1,1,5760,2150,0,5700,2040,1,0.949900,3712.558139,3015.455544,3045.380363,667.177776,3048,3045.380363,2.619637,1013.250000,1001.100000,0
TLM,6800,1,1,341,14.210050,863.581969,1327.987747,1,1,341,-0.219751,-0.132197,-19.438661,-0.001950,-0.010639,0.002455,1,1,341,-0.173207,-0.105594,-19.405540,1,1,341,0.999932,0.002761,0.011287,0.000224,1,1,341,-29.152372,1,1,1,341,1227.930695,253.413392,-29.152372,2,1,1,3,1949,1,1,341,6800,0,1,1,0,0,0,0,1,1,1,5860,2250,0,5800,2140,1,0.949197,3693.911509,3015.945137,3045.387530,648.523979,3048,3045.387530,2.612470,1013.250000,1001.100000,0
TLM,6900,1,1,346,14.060068,860.932567,1353.123990,1,1,346,-0.218480,-0.127043,-18.979624,-0.000877,-0.009750,0.002234,1,1,346,-0.170212,-0.098137,-18.953268,1,1,346,0.999932,0.002658,0.011359,0.000158,1,1,346,-28.704630,1,1,1,346,1253.098381,250.525117,-28.704630,2,1,1,3,1948,1,1,346,6900,0,1,1,0,0,0,0,1,1,1,5960,2350,0,5900,2240,1,0.948489,3675.735808,3016.433200,3045.394717,630.341091,3048,3045.394717,2.605283,1013.250000,1001.100000,0
TLM,7000,1,1,351,13.911799,858.319808,1377.974007,1,1,351,-0.216140,-0.121504,-18.530188,0.000202,-0.008825,0.002010,1,1,351,-0.166731,-0.090481,-18.511042,1,1,351,0.999931,0.002551,0.011427,0.000092,1,1,351,-28.268843,1,1,1,351,1277.979892,247.680895,-28.268843,2,1,1,3,1948,1,1,351,7000,0,1,1,0,0,0,0,1,1,1,6060,2450,0,6000,2340,1,0.947774,3658.019753,3016.919652,3045.401924,612.617829,3048,3045.401924,2.598076,1013.250000,1001.100000,0
TLM,7100,1,1,356,13.765215,855.742995,1402.542195,1,1,356,-0.212740,-0.115598,-18.090334,0.001279,-0.007868,0.001782,1,1,356,-0.162789,-0.082656,-18.078721,1,1,356,0.999931,0.002442,0.011491,0.000026,1,1,356,-27.844598,1,1,1,356,1302.579562,244.879556,-27.844598,2,1,1,3,1947,1,1,356,7100,0,1,1,0,0,0,0,1,1,1,6160,2550,0,6100,2440,1,0.947052,3640.752344,3017.404411,3045.409151,595.343194,3048,3045.409151,2.590849,1013.250000,1001.100000,0
TLM,7200,1,1,361,13.620291,853.201454,1426.832839,1,1,361,-0.208299,-0.109342,-17.660118,0.002347,-0.006883,0.001552,1,1,361,-0.158408,-0.074692,-17.656234,1,1,361,0.999931,0.002330,0.011551,-0.000040,1,1,361,-27.431501,1,1,1,361,1326.901613,242.119970,-27.431501,2,1,1,3,1946,1,1,361,7200,0,1,1,0,0,0,0,1,1,1,6260,2650,0,6200,2540,1,0.946325,3623.922859,3017.887396,3045.416398,578.506461,3048,3045.416398,2.583602,1013.250000,1001.100000,0
TLM,7300,1,1,366,13.477004,850.694529,1450.850112,1,1,366,-0.202838,-0.102755,-17.239656,0.003395,-0.005873,0.001319,1,1,366,-0.153610,-0.066619,-17.243567,1,1,366,0.999930,0.002214,0.011608,-0.000106,1,1,366,-27.029175,1,1,1,366,1350.950154,239.401044,-27.029175,2,1,1,3,1946,1,1,366,7300,0,1,1,0,0,0,0,1,1,1,6360,2750,0,6300,2640,1,0.945591,3607.520841,3018.368530,3045.423665,562.097176,3048,3045.423665,2.576335,1013.250000,1001.100000,0
TLM,7400,1,1,371,13.335328,848.221581,1474.598080,1,1,371,-0.196382,-0.095858,-16.829110,0.004416,-0.004843,0.001084,1,1,371,-0.148414,-0.058467,-16.840749,1,1,371,0.999930,0.002096,0.011661,-0.000172,1,1,371,-26.637259,1,1,1,371,1374.729186,236.721724,-26.637259,2,1,1,3,1945,1,1,371,7400,0,1,1,0,0,0,0,1,1,1,6460,2850,0,6400,2740,1,0.944851,3591.536096,3018.847735,3045.430953,546.105142,3048,3045.430953,2.569047,1013.250000,1001.100000,0
TLM,7500,1,1,376,13.195241,845.781991,1498.080704,1,1,376,-0.188966,-0.088670,-16.428671,0.005401,-0.003794,0.000847,1,1,376,-0.142835,-0.050264,-16.447842,1,1,376,0.999929,0.001976,0.011710,-0.000237,1,1,376,-26.255407,1,1,1,376,1398.242610,234.080988,-26.255407,2,1,1,3,1944,1,1,376,7500,0,1,1,0,0,0,0,1,1,1,6560,2950,0,6500,2840,1,0.944104,3575.958680,3019.324933,3045.438262,530.520417,3048,3045.438262,2.561738,1013.250000,1001.100000,0
TLM,7600,1,1,381,13.056719,843.375156,1521.301846,1,1,381,-0.180623,-0.081215,-16.038544,0.006342,-0.002732,0.000609,1,1,381,-0.136889,-0.042038,-16.064923,1,1,381,0.999929,0.001853,0.011756,-0.000303,1,1,381,-25.883287,1,1,1,381,1421.494223,231.477851,-25.883287,2,1,1,3,1943,1,1,381,7600,0,1,1,0,0,0,0,1,1,1,6660,3050,0,6600,2940,1,0.943352,3560.778896,3019.800050,3045.445592,515.333304,3048,3045.445592,2.554408,1013.250000,1001.100000,0
TLM,7700,1,1,386,12.919740,841.000491,1544.265270,1,1,386,-0.171396,-0.073514,-15.658928,0.007232,-0.001661,0.000369,1,1,386,-0.130587,-0.033817,-15.692071,1,1,386,0.999929,0.001728,0.011797,-0.000369,1,1,386,-25.520581,1,1,1,386,1444.487729,228.911359,-25.520581,2,1,1,3,1943,1,1,386,7700,0,1,1,0,0,0,0,1,1,1,6760,3150,0,6700,3040,1,0.942593,3545.987286,3020.273010,3045.452943,500.534343,3048,3045.452943,2.547057,1013.250000,1001.100000,0
TLM,7800,1,1,391,12.784282,838.657423,1566.974646,1,1,391,-0.161329,-0.065591,-15.290007,0.008063,-0.000583,0.000130,1,1,391,-0.123938,-0.025628,-15.329354,1,1,391,0.999929,0.001600,0.011835,-0.000434,1,1,391,-25.166983,1,1,1,391,1467.226737,226.380588,-25.166983,2,1,1,3,1942,1,1,391,7800,0,1,1,0,0,0,0,1,1,1,6860,3250,0,6800,3140,1,0.941827,3531.574622,3020.743740,3045.460315,486.114307,3048,3045.460315,2.539685,1013.250000,1001.100000,0
TLM,7900,1,1,396,12.650325,836.345400,1589.433552,1,1,396,-0.150473,-0.057469,-14.931929,0.008829,0.000497,-0.000110,1,1,396,-0.116951,-0.017496,-14.976816,1,1,396,0.999928,0.001471,0.011869,-0.000499,1,1,396,-24.822202,1,1,1,396,1489.714764,223.884646,-24.822202,2,1,1,3,1941,1,1,396,7900,0,1,1,0,0,0,0,1,1,1,6960,3350,0,6900,3240,1,0.941055,3517.531902,3021.212168,3045.467709,472.064194,3048,3045.467709,2.532291,1013.250000,1001.100000,0
TLM,8000,1,1,401,12.517848,834.063880,1611.645477,1,1,401,-0.138879,-0.049173,-14.584798,0.009524,0.001575,-0.000350,1,1,401,-0.109633,-0.009446,-14.634467,1,1,401,0.999928,0.001340,0.011899,-0.000564,1,1,401,-24.485956,1,1,1,401,1511.955242,221.422668,-24.485956,2,1,1,3,1940,1,1,401,8000,0,1,1,0,0,0,0,1,1,1,7060,3450,0,7000,3340,1,0.940277,3503.850342,3021.678224,3045.475124,458.375219,3048,3045.475124,2.524876,1013.250000,1001.100000,0
TLM,8100,1,1,406,12.386830,831.812340,1633.613827,1,1,406,-0.126605,-0.040729,-14.248657,0.010142,0.002647,-0.000589,1,1,406,-0.101988,-0.001501,-14.302271,1,1,406,0.999928,0.001207,0.011925,-0.000629,1,1,406,-24.157975,1,1,1,406,1533.951516,218.993816,-24.157975,2,1,1,3,1939,1,1,406,8100,0,1,1,0,0,0,0,1,1,1,7160,3550,0,7100,3440,1,0.939492,3490.521372,3022.141835,3045.482561,445.038811,3048,3045.482561,2.517439,1013.250000,1001.100000,0
TLM,8200,1,1,411,12.257252,829.590266,1655.341920,1,1,411,-0.113710,-0.032162,-13.923483,0.010677,0.003710,-0.000828,1,1,411,-0.094020,0.006316,-13.980136,1,1,411,0.999928,0.001073,0.011948,-0.000693,1,1,411,-23.838001,1,1,1,411,1555.706850,216.597280,-23.838001,2,1,1,3,1939,1,1,411,8200,0,1,1,0,0,0,0,1,1,1,7260,3650,0,7200,3540,1,0.938701,3477.536627,3022.602935,3045.490020,432.046607,3048,3045.490020,2.509980,1013.250000,1001.100000,0
TLM,8300,1,1,416,12.129094,827.397163,1676.832996,1,1,416,-0.100259,-0.023497,-13.609176,0.011126,0.004760,-0.001065,1,1,416,-0.085733,0.013984,-13.667912,1,1,416,0.999928,0.000938,0.011966,-0.000757,1,1,416,-23.525785,1,1,1,416,1577.224428,214.232274,-23.525785,2,1,1,3,1938,1,1,416,8300,0,1,1,0,0,0,0,1,1,1,7360,3750,0,7300,3640,1,0.937903,3464.887946,3023.061453,3045.497501,419.390444,3048,3045.497501,2.502499,1013.250000,1001.100000,0
TLM,8400,1,1,421,12.002339,825.232544,1698.090216,1,1,421,-0.086317,-0.014761,-13.305558,0.011485,0.005792,-0.001300,1,1,421,-0.077131,0.021483,-13.365387,1,1,421,0.999928,0.000801,0.011981,-0.000821,1,1,421,-23.221088,1,1,1,421,1598.507358,211.898037,-23.221088,2,1,1,3,1937,1,1,421,8400,0,1,1,0,0,0,0,1,1,1,7460,3850,0,7400,3740,1,0.937099,3452.567360,3023.517324,3045.505005,407.062355,3048,3045.505005,2.494995,1013.250000,1001.100000,0
TLM,8500,1,1,426,11.876967,823.095937,1719.116665,1,1,426,-0.071952,-0.005981,-13.012368,0.011751,0.006804,-0.001533,1,1,426,-0.068217,0.028795,-13.072279,1,1,426,0.999927,0.000663,0.011992,-0.000884,1,1,426,-22.923679,1,1,1,426,1619.558672,209.593830,-22.923679,2,1,1,3,1936,1,1,426,8500,0,1,1,0,0,0,0,1,1,1,7560,3950,0,7500,3840,1,0.936288,3440.567094,3023.970482,3045.512531,395.054563,3048,3045.512531,2.487469,1013.250000,1001.100000,0
TLM,8600,1,1,431,11.752961,820.986884,1739.915353,1,1,431,-0.057235,0.002818,-12.729264,0.011922,0.007791,-0.001764,1,1,431,-0.058995,0.035903,-12.788246,1,1,431,0.999927,0.000525,0.011998,-0.000947,1,1,431,-22.633339,1,1,1,431,1640.381330,207.318938,-22.633339,2,1,1,3,1935,1,1,431,8600,0,1,1,0,0,0,0,1,1,1,7660,4050,0,7600,3940,1,0.935471,3428.879556,3024.420862,3045.520081,383.359476,3048,3045.520081,2.479919,1013.250000,1001.100000,0
TLM,8700,1,1,436,11.630304,818.904935,1760.489217,1,1,436,-0.042237,0.011608,-12.455823,0.011997,0.008750,-0.001992,1,1,436,-0.049473,0.042790,-12.512882,1,1,436,0.999927,0.000386,0.012001,-0.001010,1,1,436,-22.349854,1,1,1,436,1660.978221,205.072667,-22.349854,2,1,1,3,1935,1,1,436,8700,0,1,1,0,0,0,0,1,1,1,7760,4150,0,7700,4040,1,0.934648,3417.497336,3024.868401,3045.527653,371.969683,3048,3045.527653,2.472347,1013.250000,1001.100000,0
TLM,8800,1,1,441,11.508978,816.849656,1780.841127,1,1,441,-0.027032,0.020362,-12.191553,0.011974,0.009677,-0.002217,1,1,441,-0.039655,0.049443,-12.245724,1,1,441,0.999927,0.000246,0.012000,-0.001072,1,1,441,-22.073019,1,1,1,441,1681.352168,202.854344,-22.073019,2,1,1,3,1934,1,1,441,8800,0,1,1,0,0,0,0,1,1,1,7860,4250,0,7800,4140,1,0.933817,3406.413199,3025.313035,3045.535248,360.877950,3048,3045.535248,2.464752,1013.250000,1001.100000,0
TLM,8900,1,1,446,11.388967,814.820619,1800.973882,1,1,446,-0.011695,0.029056,-11.935893,0.011854,0.010570,-0.002438,1,1,446,-0.029553,0.055849,-11.986264,1,1,446,0.999927,0.000106,0.011996,-0.001133,1,1,446,-21.802638,1,1,1,446,1701.505925,200.663316,-21.802638,2,1,1,3,1933,1,1,446,8900,0,1,1,0,0,0,0,1,1,1,7960,4350,0,7900,4240,1,0.932981,3395.620079,3025.754704,3045.542868,350.077211,3048,3045.542868,2.457132,1013.250000,1001.100000,0
TLM,9000,1,1,451,11.270255,812.817411,1820.890216,1,1,451,0.003699,0.037661,-11.688231,0.011639,0.011424,-0.002655,1,1,451,-0.019178,0.061995,-11.733950,1,1,451,0.999927,-0.000034,0.011987,-0.001194,1,1,451,-21.538522,1,1,1,451,1721.442183,198.498949,-21.538522,2,1,1,3,1932,1,1,451,9000,0,1,1,0,0,0,0,1,1,1,8060,4450,0,8000,4340,1,0.932137,3385.111079,3026.193347,3045.550510,339.560569,3048,3045.550510,2.449490,1013.250000,1001.100000,0
TLM,9100,1,1,456,11.152825,810.839628,1840.592798,1,1,456,0.019075,0.046153,-11.447908,0.011329,0.012238,-0.002868,1,1,456,-0.008544,0.067872,-11.488204,1,1,456,0.999928,-0.000174,0.011974,-0.001254,1,1,456,-21.280488,1,1,1,456,1741.163573,196.360626,-21.280488,2,1,1,3,1931,1,1,456,9100,0,1,1,0,0,0,0,1,1,1,8160,4550,0,8100,4440,1,0.931287,3374.879464,3026.628904,3045.558177,329.321287,3048,3045.558177,2.441823,1013.250000,1001.100000,0
TLM,9200,1,1,461,11.036663,808.886876,1860.084235,1,1,461,0.034358,0.054504,-11.214239,0.010927,0.013007,-0.003077,1,1,461,0.002330,0.073470,-11.248432,1,1,461,0.999928,-0.000313,0.011958,-0.001314,1,1,461,-21.028359,1,1,1,461,1760.672662,194.247752,-21.028359,2,1,1,3,1930,1,1,461,9200,0,1,1,0,0,0,0,1,1,1,8260,4650,0,8200,4540,1,0.930431,3364.918655,3027.061319,3045.565868,319.352787,3048,3045.565868,2.434132,1013.250000,1001.100000,0
TLM,9300,1,1,466,10.921754,806.958772,1879.367073,1,1,466,0.049472,0.062692,-10.986522,0.010437,0.013730,-0.003280,1,1,466,0.013423,0.078782,-11.014035,1,1,466,0.999928,-0.000453,0.011938,-0.001373,1,1,466,-20.781967,1,1,1,466,1779.971960,192.159745,-20.781967,2,1,1,3,1930,1,1,466,9300,0,1,1,0,0,0,0,1,1,1,8360,4750,0,8300,4640,1,0.929567,3355.222228,3027.490535,3045.573583,309.648645,3048,3045.573583,2.426417,1013.250000,1001.100000,0
TLM,9400,1,1,471,10.808082,805.054941,1898.443798,1,1,471,0.064345,0.070689,-10.764055,0.009863,0.014403,-0.003478,1,1,471,0.024710,0.083801,-10.784424,1,1,471,0.999928,-0.000592,0.011913,-0.001431,1,1,471,-20.541149,1,1,1,471,1799.063920,190.096041,-20.541149,2,1,1,3,1929,1,1,471,9400,0,1,1,0,0,0,0,1,1,1,8460,4850,0,8400,4740,1,0.928697,3345.783908,3027.916494,3045.581323,300.202585,3048,3045.581323,2.418677,1013.250000,1001.100000,0
TLM,9500,1,1,476,10.695633,803.175017,1917.316837,1,1,476,0.078902,0.078473,-10.546152,0.009209,0.015025,-0.003671,1,1,476,0.036160,0.088523,-10.559033,1,1,476,0.999928,-0.000730,0.011885,-0.001489,1,1,476,-20.305746,1,1,1,476,1817.950939,188.056093,-20.305746,2,1,1,3,1928,1,1,476,9500,0,1,1,0,0,0,0,1,1,1,8560,4950,0,8500,4840,1,0.927820,3336.597567,3028.339144,3045.589087,291.008480,3048,3045.589087,2.410913,1013.250000,1001.100000,0
TLM,9600,1,1,481,10.584393,801.318646,1935.988563,1,1,481,0.093072,0.086019,-10.332157,0.008480,0.015592,-0.003858,1,1,481,0.047741,0.092943,-10.337332,1,1,481,0.999928,-0.000867,0.011854,-0.001546,1,1,481,-20.075608,1,1,1,481,1836.635362,186.039368,-20.075608,2,1,1,3,1927,1,1,481,9600,0,1,1,0,0,0,0,1,1,1,8660,5050,0,8600,4940,1,0.926937,3327.657219,3028.758431,3045.596877,282.060342,3048,3045.596877,2.403123,1013.250000,1001.100000,0
TLM,9700,1,1,486,10.474348,799.485479,1954.461292,1,1,486,0.106787,0.093305,-10.121457,0.007683,0.016103,-0.004039,1,1,486,0.059413,0.097059,-10.118840,1,1,486,0.999928,-0.001003,0.011818,-0.001602,1,1,486,-19.850587,1,1,1,486,1855.119478,184.045349,-19.850587,2,1,1,3,1926,1,1,486,9700,0,1,1,0,0,0,0,1,1,1,8760,5150,0,8700,5040,1,0.926047,3318.957016,3029.174303,3045.604692,273.352324,3048,3045.604692,2.395308,1013.250000,1001.100000,0
TLM,9800,1,1,491,10.365484,797.675179,1972.737288,1,1,491,0.119978,0.100309,-9.913499,0.006823,0.016557,-0.004213,1,1,491,0.071136,0.100869,-9.903133,1,1,491,0.999929,-0.001138,0.011778,-0.001657,1,1,491,-19.630543,1,1,1,491,1873.405528,182.073532,-19.630543,2,1,1,3,1925,1,1,491,9800,0,1,1,0,0,0,0,1,1,1,8860,5250,0,8800,5140,1,0.925150,3310.491246,3029.586708,3045.612533,264.878713,3048,3045.612533,2.387467,1013.250000,1001.100000,0
TLM,9900,1,1,496,10.257790,795.887414,1990.818763,1,1,496,0.132582,0.107010,-9.707797,0.005908,0.016950,-0.004380,1,1,496,0.082861,0.104371,-9.689858,1,1,496,0.999929,-0.001271,0.011735,-0.001712,1,1,496,-19.415339,1,1,1,496,1891.495703,180.123428,-19.415339,2,1,1,3,1924,1,1,496,9900,0,1,1,0,0,0,0,1,1,1,8960,5350,0,8900,5240,1,0.924246,3302.254327,3029.995598,3045.620399,256.633928,3048,3045.620399,2.379601,1013.250000,1001.100000,0
TLM,10000,1,1,501,10.151251,794.121863,2008.707875,1,1,501,0.144537,0.113387,-9.503947,0.004945,0.017283,-0.004541,1,1,501,0.094538,0.107567,-9.478737,1,1,501,0.999929,-0.001403,0.011688,-0.001766,1,1,501,-19.204843,1,1,1,501,1909.392146,178.194561,-19.204843,2,1,1,3,1923,1,1,501,10000,0,1,1,0,0,0,0,1,1,1,9060,5450,0,9000,5340,1,0.923335,3294.240807,3030.400925,3045.628292,248.612515,3048,3045.628292,2.371708,1013.250000,1001.100000,0
TLM,10100,1,1,506,10.045854,792.378211,2026.406736,1,1,506,0.155784,0.119421,-9.301630,0.003943,0.017554,-0.004694,1,1,506,0.106111,0.110457,-9.269574,1,1,506,0.999929,-0.001534,0.011637,-0.001819,1,1,506,-18.998930,1,1,1,506,1927.096952,176.286468,-18.998930,2,1,1,3,1922,1,1,506,10100,0,1,1,0,0,0,0,1,1,1,9160,5550,0,9100,5440,1,0.922417,3286.445359,3030.802640,3045.636211,240.809148,3048,3045.636211,2.363789,1013.250000,1001.100000,0
TLM,10200,1,1,511,9.941589,790.656151,2043.917408,1,1,511,0.166267,0.125094,-9.100618,0.002908,0.017761,-0.004840,1,1,511,0.117521,0.113044,-9.062258,1,1,511,0.999930,-0.001662,0.011582,-0.001871,1,1,511,-18.797474,1,1,1,511,1944.612172,174.398698,-18.797474,2,1,1,3,1921,1,1,511,10200,0,1,1,0,0,0,0,1,1,1,9260,5650,0,9200,5540,1,0.921492,3278.862776,3031.200699,3045.644156,233.218620,3048,3045.644156,2.355844,1013.250000,1001.100000,0
