row_seq,t_us,baro_valid,baro_updated,baro_seq,bmp_T,bmp_P,bmp_alt,imu_valid,imu_updated,imu_seq,ax,ay,az,gx,gy,gz,aux_valid,aux_updated,aux_seq,lis_ax,lis_ay,lis_az,att_valid,att_updated,att_seq,q0,q1,q2,q3,auxvz_valid,auxvz_updated,auxvz_seq,a_vertical,est_valid,est_updated,est_seeded,est_seq,est_h,est_v,est_a,P00,P01,P10,P11,arm_state,policy_runtime_enabled,software_arm_token,phase,actuator_us,phase_diag_valid,phase_diag_updated,phase_diag_seq,phase_diag_t_ms,phase_diag_age_ms,phase_launch_latched,phase_burnout_latched,phase_descent_latched,phase_launch_candidate,phase_burnout_candidate,phase_descent_candidate,phase_boost_dwell_met,phase_coast_dwell_met,phase_brake_active,phase_launch_confirm_ms,phase_burnout_confirm_ms,phase_descent_confirm_ms,phase_since_launch_ms,phase_since_burnout_ms,policy_valid,policy_cmd,apogee_no_brake,apogee_full_brake,target_apogee,apogee_error,target_nominal,target_effective,uncertainty_margin,warn_mask,gps_x,gps_y,gps_z,gps_vx,gps_vy,gps_vz
287,5740000,1,1,288,15.912517,894.117317,1042.698963,1,1,288,-0.169058,-0.159981,-24.987346,-0.010786,-0.017183,0.004490,1,1,288,-0.167517,-0.164785,-24.931897,1,1,288,0.999940,0.003623,0.010309,0.000910,1,1,288,-34.758016,1,1,1,288,942.327968,287.080076,-34.758016,7.222500,0.016290,0.016290,4.894000,2,1,1,3,1956,1,1,288,5740,0,1,1,0,0,0,0,1,1,1,4800,1190,0,4740,1080,1,0.956332,3917.938593,3010.694615,3045.312529,872.626064,3048,3045.312529,2.687471,0,8.711890,-1.240891,942.327968,1.364125,-0.581914,287.080076
288,5760000,1,1,289,15.878365,893.496359,1048.421353,1,1,289,-0.171012,-0.159944,-24.868347,-0.010690,-0.017118,0.004458,1,1,289,-0.168373,-0.164112,-24.812321,1,1,289,0.999940,0.003611,0.010331,0.000897,1,1,289,-34.635504,1,1,1,289,948.055715,286.387366,-34.635504,7.215000,0.016340,0.016340,4.889333,2,1,1,3,1956,1,1,289,5760,0,1,1,0,0,0,0,1,1,1,4820,1210,0,4760,1100,1,0.956203,3913.129539,3010.794632,3045.313925,867.815614,3048,3045.313925,2.686075,0,8.739158,-1.252534,948.055715,1.362664,-0.582411,286.387366
289,5780000,1,1,290,15.844297,892.877250,1054.129908,1,1,290,-0.172933,-0.159888,-24.750033,-0.010590,-0.017050,0.004426,1,1,290,-0.169196,-0.163419,-24.693467,1,1,290,0.999940,0.003598,0.010353,0.000884,1,1,290,-34.513723,1,1,1,290,953.769657,285.697092,-34.513723,7.207500,0.016390,0.016390,4.884667,2,1,1,3,1956,1,1,290,5780,0,1,1,0,0,0,0,1,1,1,4840,1230,0,4780,1120,1,0.956075,3908.344784,3010.894625,3045.315321,863.029462,3048,3045.315321,2.684679,0,8.766397,-1.264187,953.769657,1.361201,-0.582904,285.697092
290,5800000,1,1,291,15.810310,892.259983,1059.824677,1,1,291,-0.174820,-0.159813,-24.632394,-0.010487,-0.016979,0.004393,1,1,291,-0.169987,-0.162706,-24.575327,1,1,291,0.999939,0.003586,0.010375,0.000872,1,1,291,-34.392667,1,1,1,291,959.469842,285.009238,-34.392667,7.200000,0.016441,0.016441,4.880000,2,1,1,3,1956,1,1,291,5800,0,1,1,0,0,0,0,1,1,1,4860,1250,0,4800,1140,1,0.955946,3903.584208,3010.994593,3045.316718,858.267490,3048,3045.316718,2.683282,0,8.793606,-1.275850,959.469842,1.359736,-0.583394,285.009238
291,5820000,1,1,292,15.776406,891.644550,1065.505708,1,1,292,-0.176672,-0.159718,-24.515420,-0.010380,-0.016906,0.004361,1,1,292,-0.170746,-0.161972,-24.457891,1,1,292,0.999939,0.003574,0.010396,0.000859,1,1,292,-34.272329,1,1,1,292,965.156318,284.323792,-34.272329,7.192500,0.016491,0.016491,4.875333,2,1,1,3,1956,1,1,292,5820,0,1,1,0,0,0,0,1,1,1,4880,1270,0,4820,1160,1,0.955817,3898.847692,3011.094535,3045.318116,853.529576,3048,3045.318116,2.681884,0,8.820786,-1.287523,965.156318,1.358268,-0.583881,284.323792
292,5840000,1,1,293,15.742583,891.030941,1071.173049,1,1,293,-0.178491,-0.159604,-24.399103,-0.010270,-0.016831,0.004327,1,1,293,-0.171473,-0.161219,-24.341150,1,1,293,0.999939,0.003561,0.010418,0.000846,1,1,293,-34.152705,1,1,1,293,970.829132,283.640738,-34.152705,7.185000,0.016541,0.016541,4.870667,2,1,1,3,1956,1,1,293,5840,0,1,1,0,0,0,0,1,1,1,4900,1290,0,4840,1180,1,0.955688,3894.135118,3011.194452,3045.319515,848.815603,3048,3045.319515,2.680485,0,8.847937,-1.299205,970.829132,1.356797,-0.584365,283.640738
293,5860000,1,1,294,15.708842,890.419151,1076.826749,1,1,294,-0.180274,-0.159470,-24.283432,-0.010157,-0.016753,0.004294,1,1,294,-0.172169,-0.160446,-24.225095,1,1,294,0.999939,0.003548,0.010439,0.000834,1,1,294,-34.033789,1,1,1,294,976.488334,282.960062,-34.033789,7.177500,0.016591,0.016591,4.866000,2,1,1,3,1956,1,1,294,5860,0,1,1,0,0,0,0,1,1,1,4920,1310,0,4860,1200,1,0.955558,3889.446367,3011.294341,3045.320914,844.125453,3048,3045.320914,2.679086,0,8.875058,-1.310897,976.488334,1.355324,-0.584846,282.960062
294,5880000,1,1,295,15.675183,889.809170,1082.466856,1,1,295,-0.182021,-0.159317,-24.168398,-0.010040,-0.016673,0.004260,1,1,295,-0.172833,-0.159653,-24.109716,1,1,295,0.999939,0.003535,0.010460,0.000821,1,1,295,-33.915576,1,1,1,295,982.133969,282.281750,-33.915576,7.170000,0.016641,0.016641,4.861333,2,1,1,3,1955,1,1,295,5880,0,1,1,0,0,0,0,1,1,1,4940,1330,0,4880,1220,1,0.955429,3884.781322,3011.394203,3045.322314,839.459007,3048,3045.322314,2.677686,0,8.902150,-1.322599,982.133969,1.353848,-0.585324,282.281750
295,5900000,1,1,296,15.641604,889.200992,1088.093416,1,1,296,-0.183733,-0.159145,-24.053993,-0.009920,-0.016590,0.004226,1,1,296,-0.173466,-0.158841,-23.995005,1,1,296,0.999939,0.003522,0.010481,0.000808,1,1,296,-33.798059,1,1,1,296,987.766084,281.605789,-33.798059,7.162500,0.016691,0.016691,4.856667,2,1,1,3,1955,1,1,296,5900,0,1,1,0,0,0,0,1,1,1,4960,1350,0,4900,1240,1,0.955299,3880.139866,3011.494036,3045.323715,834.816150,3048,3045.323715,2.676285,0,8.929212,-1.334310,987.766084,1.352370,-0.585799,281.605789
296,5920000,1,1,297,15.608106,888.594608,1093.706478,1,1,297,-0.185409,-0.158954,-23.940207,-0.009797,-0.016505,0.004192,1,1,297,-0.174068,-0.158010,-23.880954,1,1,297,0.999938,0.003509,0.010502,0.000796,1,1,297,-33.681234,1,1,1,297,993.384728,280.932164,-33.681234,7.155000,0.016741,0.016741,4.852000,2,1,1,3,1955,1,1,297,5920,0,1,1,0,0,0,0,1,1,1,4980,1370,0,4920,1260,1,0.955168,3875.521883,3011.593841,3045.325117,830.196766,3048,3045.325117,2.674883,0,8.956245,-1.346031,993.384728,1.350889,-0.586271,280.932164
297,5940000,1,1,298,15.574688,887.990011,1099.306087,1,1,298,-0.187049,-0.158743,-23.827031,-0.009671,-0.016418,0.004158,1,1,298,-0.174639,-0.157159,-23.767553,1,1,298,0.999938,0.003495,0.010523,0.000783,1,1,298,-33.565095,1,1,1,298,998.989945,280.260863,-33.565095,7.147500,0.016790,0.016790,4.847333,2,1,1,3,1955,1,1,298,5940,0,1,1,0,0,0,0,1,1,1,5000,1390,0,4940,1280,1,0.955038,3870.927257,3011.693615,3045.326519,825.600738,3048,3045.326519,2.673481,0,8.983248,-1.357761,998.989945,1.349406,-0.586740,280.260863
298,5960000,1,1,299,15.541350,887.387193,1104.892291,1,1,299,-0.188652,-0.158514,-23.714457,-0.009541,-0.016328,0.004123,1,1,299,-0.175180,-0.156290,-23.654794,1,1,299,0.999938,0.003481,0.010544,0.000770,1,1,299,-33.449638,1,1,1,299,1004.581782,279.591870,-33.449638,7.140000,0.016840,0.016840,4.842667,2,1,1,3,1955,1,1,299,5960,0,1,1,0,0,0,0,1,1,1,5020,1410,0,4960,1300,1,0.954907,3866.355874,3011.793358,3045.327922,821.027952,3048,3045.327922,2.672078,0,9.010221,-1.369501,1004.581782,1.347921,-0.587206,279.591870
299,5980000,1,1,300,15.508092,886.786147,1110.465135,1,1,300,-0.190218,-0.158265,-23.602477,-0.009409,-0.016236,0.004088,1,1,300,-0.175690,-0.155403,-23.542668,1,1,300,0.999938,0.003467,0.010565,0.000757,1,1,300,-33.334856,1,1,1,300,1010.160286,278.925173,-33.334856,7.132500,0.016890,0.016890,4.838000,2,1,1,3,1955,1,1,300,5980,0,1,1,0,0,0,0,1,1,1,5040,1430,0,4980,1320,1,0.954776,3861.807620,3011.893070,3045.329326,816.478294,3048,3045.329326,2.670674,0,9.037164,-1.381249,1010.160286,1.346433,-0.587669,278.925173
300,6000000,1,1,301,15.474914,886.186866,1116.024667,1,1,301,-0.191747,-0.157997,-23.491081,-0.009273,-0.016142,0.004053,1,1,301,-0.176170,-0.154497,-23.431168,1,1,301,0.999938,0.003453,0.010585,0.000745,1,1,301,-33.220745,1,1,1,301,1015.725501,278.260758,-33.220745,7.125000,0.016939,0.016939,4.833333,2,1,1,3,1955,1,1,301,6000,0,1,1,0,0,0,0,1,1,1,5060,1450,0,5000,1340,1,0.954645,3857.282380,3011.992750,3045.330730,811.951649,3048,3045.330730,2.669270,0,9.064078,-1.393007,1015.725501,1.344943,-0.588129,278.260758
301,6020000,1,1,302,15.441815,885.589341,1121.570931,1,1,302,-0.193238,-0.157710,-23.380261,-0.009135,-0.016045,0.004017,1,1,302,-0.176619,-0.153573,-23.320285,1,1,302,0.999938,0.003439,0.010605,0.000732,1,1,302,-33.107299,1,1,1,302,1021.277473,277.598612,-33.107299,7.117500,0.016989,0.016989,4.828667,2,1,1,3,1955,1,1,302,6020,0,1,1,0,0,0,0,1,1,1,5080,1470,0,5020,1360,1,0.954514,3852.780042,3012.092396,3045.332136,807.447906,3048,3045.332136,2.667864,0,9.090962,-1.404775,1021.277473,1.343451,-0.588585,277.598612
302,6040000,1,1,303,15.408795,884.993566,1127.103974,1,1,303,-0.194691,-0.157403,-23.270010,-0.008993,-0.015946,0.003981,1,1,303,-0.177039,-0.152630,-23.210010,1,1,303,0.999937,0.003425,0.010625,0.000719,1,1,303,-32.994513,1,1,1,303,1026.816248,276.938722,-32.994513,7.110000,0.017038,0.017038,4.824000,2,1,1,3,1954,1,1,303,6040,0,1,1,0,0,0,0,1,1,1,5100,1490,0,5040,1380,1,0.954382,3848.300493,3012.192009,3045.333542,802.966951,3048,3045.333542,2.666458,0,9.117816,-1.416551,1026.816248,1.341956,-0.589039,276.938722
303,6060000,1,1,304,15.375853,884.399533,1132.623841,1,1,304,-0.196106,-0.157078,-23.160320,-0.008849,-0.015845,0.003945,1,1,304,-0.177430,-0.151670,-23.100337,1,1,304,0.999937,0.003410,0.010645,0.000706,1,1,304,-32.882383,1,1,1,304,1032.341869,276.281074,-32.882383,7.102500,0.017088,0.017088,4.819333,2,1,1,3,1954,1,1,304,6060,0,1,1,0,0,0,0,1,1,1,5120,1510,0,5060,1400,1,0.954250,3843.843621,3012.291588,3045.334948,798.508673,3048,3045.334948,2.665052,0,9.144640,-1.428336,1032.341869,1.340459,-0.589489,276.281074
304,6080000,1,1,305,15.342991,883.807235,1138.130577,1,1,305,-0.197483,-0.156734,-23.051182,-0.008701,-0.015741,0.003909,1,1,305,-0.177791,-0.150692,-22.991257,1,1,305,0.999937,0.003395,0.010665,0.000693,1,1,305,-32.770904,1,1,1,305,1037.854382,275.625656,-32.770904,7.095000,0.017137,0.017137,4.814667,2,1,1,3,1954,1,1,305,6080,0,1,1,0,0,0,0,1,1,1,5140,1530,0,5080,1420,1,0.954118,3839.409316,3012.391131,3045.336356,794.072960,3048,3045.336356,2.663644,0,9.171435,-1.440130,1037.854382,1.338960,-0.589936,275.625656
305,6100000,1,1,306,15.310206,883.216665,1143.624226,1,1,306,-0.198821,-0.156370,-22.942589,-0.008551,-0.015635,0.003873,1,1,306,-0.178122,-0.149697,-22.882762,1,1,306,0.999937,0.003381,0.010685,0.000681,1,1,306,-32.660070,1,1,1,306,1043.353831,274.972454,-32.660070,7.087500,0.017186,0.017186,4.810000,2,1,1,3,1954,1,1,306,6100,0,1,1,0,0,0,0,1,1,1,5160,1550,0,5100,1440,1,0.953986,3834.997466,3012.490638,3045.337764,789.659702,3048,3045.337764,2.662236,0,9.198199,-1.451934,1043.353831,1.337458,-0.590381,274.972454
306,6120000,1,1,307,15.277499,882.627815,1149.104833,1,1,307,-0.200120,-0.155988,-22.834533,-0.008398,-0.015527,0.003836,1,1,307,-0.178425,-0.148685,-22.774845,1,1,307,0.999937,0.003365,0.010705,0.000668,1,1,307,-32.549876,1,1,1,307,1048.840260,274.321457,-32.549876,7.080000,0.017235,0.017235,4.805333,2,1,1,3,1954,1,1,307,6120,0,1,1,0,0,0,0,1,1,1,5180,1570,0,5120,1460,1,0.953853,3830.607961,3012.590108,3045.339173,785.268788,3048,3045.339173,2.660827,0,9.224933,-1.463746,1048.840260,1.335955,-0.590822,274.321457
307,6140000,1,1,308,15.244870,882.040678,1154.572443,1,1,308,-0.201380,-0.155587,-22.727008,-0.008243,-0.015416,0.003799,1,1,308,-0.178699,-0.147656,-22.667499,1,1,308,0.999937,0.003350,0.010724,0.000655,1,1,308,-32.440318,1,1,1,308,1054.313713,273.672651,-32.440318,7.072500,0.017284,0.017284,4.800667,2,1,1,3,1954,1,1,308,6140,0,1,1,0,0,0,0,1,1,1,5200,1590,0,5140,1480,1,0.953720,3826.240693,3012.689541,3045.340583,780.900110,3048,3045.340583,2.659417,0,9.251637,-1.475566,1054.313713,1.334449,-0.591260,273.672651
308,6160000,1,1,309,15.212319,881.455247,1160.027099,1,1,309,-0.202600,-0.155167,-22.620005,-0.008084,-0.015304,0.003762,1,1,309,-0.178945,-0.146609,-22.560715,1,1,309,0.999937,0.003335,0.010743,0.000642,1,1,309,-32.331391,1,1,1,309,1059.774234,273.026023,-32.331391,7.065000,0.017333,0.017333,4.796000,2,1,1,3,1954,1,1,309,6160,0,1,1,0,0,0,0,1,1,1,5220,1610,0,5160,1500,1,0.953587,3821.895551,3012.788936,3045.341993,776.553558,3048,3045.341993,2.658007,0,9.278311,-1.487396,1059.774234,1.332941,-0.591694,273.026023
309,6180000,1,1,310,15.179844,880.871516,1165.468845,1,1,310,-0.203781,-0.154729,-22.513519,-0.007923,-0.015189,0.003724,1,1,310,-0.179162,-0.145547,-22.454488,1,1,310,0.999936,0.003319,0.010763,0.000629,1,1,310,-32.223090,1,1,1,310,1065.221865,272.381561,-32.223090,7.057500,0.017382,0.017382,4.791333,2,1,1,3,1953,1,1,310,6180,0,1,1,0,0,0,0,1,1,1,5240,1630,0,5180,1520,1,0.953454,3817.572428,3012.888292,3045.343404,772.229024,3048,3045.343404,2.656596,0,9.304955,-1.499234,1065.221865,1.331431,-0.592126,272.381561
310,6200000,1,1,311,15.147447,880.289477,1170.897726,1,1,311,-0.204921,-0.154271,-22.407542,-0.007760,-0.015072,0.003686,1,1,311,-0.179351,-0.144468,-22.348811,1,1,311,0.999936,0.003304,0.010782,0.000616,1,1,311,-32.115411,1,1,1,311,1070.656650,271.739253,-32.115411,7.050000,0.017431,0.017431,4.786667,2,1,1,3,1953,1,1,311,6200,0,1,1,0,0,0,0,1,1,1,5260,1650,0,5200,1540,1,0.953320,3813.271216,3012.987608,3045.344816,767.926400,3048,3045.344816,2.655184,0,9.331568,-1.511081,1070.656650,1.329919,-0.592555,271.739253
311,6220000,1,1,312,15.115126,879.709122,1176.313783,1,1,312,-0.206022,-0.153795,-22.302067,-0.007594,-0.014953,0.003648,1,1,312,-0.179513,-0.143372,-22.243675,1,1,312,0.999936,0.003288,0.010801,0.000603,1,1,312,-32.008348,1,1,1,312,1076.078632,271.099086,-32.008348,7.042500,0.017480,0.017480,4.782000,2,1,1,3,1953,1,1,312,6220,0,1,1,0,0,0,0,1,1,1,5280,1670,0,5220,1560,1,0.953186,3808.991808,3013.086884,3045.346229,763.645579,3048,3045.346229,2.653771,0,9.358151,-1.522936,1076.078632,1.328404,-0.592980,271.099086
312,6240000,1,1,313,15.082881,879.130446,1181.717061,1,1,313,-0.207082,-0.153300,-22.197089,-0.007425,-0.014832,0.003610,1,1,313,-0.179647,-0.142261,-22.139075,1,1,313,0.999936,0.003272,0.010819,0.000590,1,1,313,-31.901898,1,1,1,313,1081.487853,270.461048,-31.901898,7.035000,0.017529,0.017529,4.777333,2,1,1,3,1953,1,1,313,6240,0,1,1,0,0,0,0,1,1,1,5300,1690,0,5240,1580,1,0.953052,3804.734097,3013.186119,3045.347643,759.386455,3048,3045.347643,2.652357,0,9.384704,-1.534800,1081.487853,1.326888,-0.593402,270.461048
313,6260000,1,1,314,15.050713,878.553442,1187.107601,1,1,314,-0.208102,-0.152787,-22.092601,-0.007254,-0.014708,0.003572,1,1,314,-0.179753,-0.141134,-22.035004,1,1,314,0.999936,0.003255,0.010838,0.000577,1,1,314,-31.796055,1,1,1,314,1086.884355,269.825127,-31.796055,7.027500,0.017577,0.017577,4.772667,2,1,1,3,1953,1,1,314,6260,0,1,1,0,0,0,0,1,1,1,5320,1710,0,5260,1600,1,0.952918,3800.497978,3013.285312,3045.349057,755.148921,3048,3045.349057,2.650943,0,9.411227,-1.546672,1086.884355,1.325370,-0.593821,269.825127
314,6280000,1,1,315,15.018620,877.978101,1192.485448,1,1,315,-0.209080,-0.152255,-21.988596,-0.007081,-0.014582,0.003533,1,1,315,-0.179833,-0.139992,-21.931456,1,1,315,0.999936,0.003239,0.010856,0.000564,1,1,315,-31.690815,1,1,1,315,1092.268182,269.191310,-31.690815,7.020000,0.017626,0.017626,4.768000,2,1,1,3,1953,1,1,315,6280,0,1,1,0,0,0,0,1,1,1,5340,1730,0,5280,1620,1,0.952783,3796.283343,3013.384463,3045.350472,750.932872,3048,3045.350472,2.649528,0,9.437719,-1.558553,1092.268182,1.323849,-0.594237,269.191310
315,6300000,1,1,316,14.986604,877.404419,1197.850642,1,1,316,-0.210018,-0.151705,-21.885069,-0.006906,-0.014455,0.003494,1,1,316,-0.179886,-0.138834,-21.828425,1,1,316,0.999936,0.003223,0.010875,0.000551,1,1,316,-31.586174,1,1,1,316,1097.639373,268.559587,-31.586174,7.012500,0.017674,0.017674,4.763333,2,1,1,3,1953,1,1,316,6300,0,1,1,0,0,0,0,1,1,1,5360,1750,0,5300,1640,1,0.952648,3792.090090,3013.483570,3045.351887,746.738203,3048,3045.351887,2.648113,0,9.464181,-1.570442,1097.639373,1.322327,-0.594650,268.559587
316,6320000,1,1,317,14.954662,876.832387,1203.203226,1,1,317,-0.210915,-0.151137,-21.782015,-0.006728,-0.014325,0.003455,1,1,317,-0.179912,-0.137661,-21.725904,1,1,317,0.999935,0.003206,0.010893,0.000538,1,1,317,-31.482127,1,1,1,317,1102.997972,267.929944,-31.482127,7.005000,0.017723,0.017723,4.758667,2,1,1,3,1953,1,1,317,6320,0,1,1,0,0,0,0,1,1,1,5380,1770,0,5320,1660,1,0.952513,3787.918113,3013.582633,3045.353304,742.564809,3048,3045.353304,2.646696,0,9.490612,-1.582339,1102.997972,1.320802,-0.595060,267.929944
317,6340000,1,1,318,14.922796,876.261999,1208.543242,1,1,318,-0.211770,-0.150550,-21.679427,-0.006548,-0.014193,0.003415,1,1,318,-0.179912,-0.136474,-21.623887,1,1,318,0.999935,0.003189,0.010911,0.000525,1,1,318,-31.378670,1,1,1,318,1108.344020,267.302371,-31.378670,6.997500,0.017771,0.017771,4.754000,2,1,1,3,1952,1,1,318,6340,0,1,1,0,0,0,0,1,1,1,5400,1790,0,5340,1680,1,0.952378,3783.767308,3013.681652,3045.354721,738.412587,3048,3045.354721,2.645279,0,9.517013,-1.594244,1108.344020,1.319276,-0.595466,267.302371
318,6360000,1,1,319,14.891004,875.693248,1213.870732,1,1,319,-0.212584,-0.149945,-21.577300,-0.006366,-0.014059,0.003376,1,1,319,-0.179885,-0.135271,-21.522369,1,1,319,0.999935,0.003172,0.010929,0.000512,1,1,319,-31.275798,1,1,1,319,1113.677557,266.676855,-31.275798,6.990000,0.017819,0.017819,4.749333,2,1,1,3,1952,1,1,319,6360,0,1,1,0,0,0,0,1,1,1,5420,1810,0,5360,1700,1,0.952242,3779.637573,3013.780625,3045.356139,734.281434,3048,3045.356139,2.643861,0,9.543383,-1.606158,1113.677557,1.317748,-0.595869,266.676855
319,6380000,1,1,320,14.859287,875.126129,1219.185736,1,1,320,-0.213356,-0.149322,-21.475629,-0.006182,-0.013924,0.003336,1,1,320,-0.179833,-0.134055,-21.421345,1,1,320,0.999935,0.003155,0.010947,0.000499,1,1,320,-31.173507,1,1,1,320,1118.998624,266.053385,-31.173507,6.982500,0.017868,0.017868,4.744667,2,1,1,3,1952,1,1,320,6380,0,1,1,0,0,0,0,1,1,1,5440,1830,0,5380,1720,1,0.952107,3775.528804,3013.879552,3045.357558,730.171246,3048,3045.357558,2.642442,0,9.569723,-1.618079,1118.998624,1.316218,-0.596269,266.053385
320,6400000,1,1,321,14.827645,874.560633,1224.488297,1,1,321,-0.214086,-0.148681,-21.374409,-0.005996,-0.013786,0.003296,1,1,321,-0.179756,-0.132824,-21.320808,1,1,321,0.999935,0.003138,0.010964,0.000486,1,1,321,-31.071793,1,1,1,321,1124.307263,265.431949,-31.071793,6.975000,0.017916,0.017916,4.740000,2,1,1,3,1952,1,1,321,6400,0,1,1,0,0,0,0,1,1,1,5460,1850,0,5400,1740,1,0.951970,3771.440899,3013.978432,3045.358977,726.081922,3048,3045.358977,2.641023,0,9.596032,-1.630008,1124.307263,1.314686,-0.596666,265.431949
321,6420000,1,1,322,14.796076,873.996755,1229.778455,1,1,322,-0.214775,-0.148021,-21.273636,-0.005808,-0.013646,0.003256,1,1,322,-0.179653,-0.131579,-21.220753,1,1,322,0.999935,0.003120,0.010982,0.000473,1,1,322,-30.970652,1,1,1,322,1129.603514,264.812536,-30.970652,6.967500,0.017964,0.017964,4.735333,2,1,1,3,1952,1,1,322,6420,0,1,1,0,0,0,0,1,1,1,5480,1870,0,5420,1760,1,0.951834,3767.373757,3014.077265,3045.360398,722.013359,3048,3045.360398,2.639602,0,9.622310,-1.641946,1129.603514,1.313152,-0.597060,264.812536
322,6440000,1,1,323,14.764582,873.434488,1235.056250,1,1,323,-0.215421,-0.147344,-21.173304,-0.005618,-0.013504,0.003215,1,1,323,-0.179525,-0.130321,-21.121176,1,1,323,0.999935,0.003103,0.010999,0.000460,1,1,323,-30.870079,1,1,1,323,1134.887417,264.195134,-30.870079,6.960000,0.018012,0.018012,4.730667,2,1,1,3,1952,1,1,323,6440,0,1,1,0,0,0,0,1,1,1,5500,1890,0,5440,1780,1,0.951698,3763.327276,3014.176049,3045.361819,717.965457,3048,3045.361819,2.638181,0,9.648558,-1.653891,1134.887417,1.311617,-0.597451,264.195134
323,6460000,1,1,324,14.733161,872.873826,1240.321724,1,1,324,-0.216025,-0.146649,-21.073409,-0.005426,-0.013360,0.003175,1,1,324,-0.179372,-0.129049,-21.022071,1,1,324,0.999934,0.003085,0.011016,0.000447,1,1,324,-30.770069,1,1,1,324,1140.159012,263.579733,-30.770069,6.952500,0.018060,0.018060,4.726000,2,1,1,3,1952,1,1,324,6460,0,1,1,0,0,0,0,1,1,1,5520,1910,0,5460,1800,1,0.951561,3759.301356,3014.274785,3045.363241,713.938116,3048,3045.363241,2.636759,0,9.674775,-1.665844,1140.159012,1.310079,-0.597838,263.579733
324,6480000,1,1,325,14.701814,872.314762,1245.574917,1,1,325,-0.216586,-0.145937,-20.973947,-0.005232,-0.013214,0.003134,1,1,325,-0.179194,-0.127764,-20.923434,1,1,325,0.999934,0.003067,0.011034,0.000434,1,1,325,-30.670620,1,1,1,325,1145.418338,262.966321,-30.670620,6.945000,0.018108,0.018108,4.721333,2,1,1,3,1951,1,1,325,6480,0,1,1,0,0,0,0,1,1,1,5540,1930,0,5480,1820,1,0.951424,3755.295897,3014.373471,3045.364663,709.931234,3048,3045.364663,2.635337,0,9.700961,-1.677804,1145.418338,1.308540,-0.598222,262.966321
325,6500000,1,1,326,14.670539,871.757290,1250.815868,1,1,326,-0.217106,-0.145206,-20.874914,-0.005037,-0.013067,0.003093,1,1,326,-0.178992,-0.126466,-20.825260,1,1,326,0.999934,0.003049,0.011050,0.000421,1,1,326,-30.571727,1,1,1,326,1150.665436,262.354886,-30.571727,6.937500,0.018156,0.018156,4.716667,2,1,1,3,1951,1,1,326,6500,0,1,1,0,0,0,0,1,1,1,5560,1950,0,5500,1840,1,0.951287,3751.310799,3014.472106,3045.366087,705.944712,3048,3045.366087,2.633913,0,9.727116,-1.689772,1150.665436,1.307000,-0.598603,262.354886
326,6520000,1,1,327,14.639338,871.201403,1256.044617,1,1,327,-0.217582,-0.144458,-20.776306,-0.004840,-0.012917,0.003052,1,1,327,-0.178766,-0.125155,-20.727544,1,1,327,0.999934,0.003031,0.011067,0.000408,1,1,327,-30.473386,1,1,1,327,1155.900344,261.745418,-30.473386,6.930000,0.018203,0.018203,4.712000,2,1,1,3,1951,1,1,327,6520,0,1,1,0,0,0,0,1,1,1,5580,1970,0,5520,1860,1,0.951149,3747.345963,3014.570691,3045.367511,701.978452,3048,3045.367511,2.632489,0,9.753241,-1.701748,1155.900344,1.305457,-0.598980,261.745418
327,6540000,1,1,328,14.608210,870.647095,1261.261205,1,1,328,-0.218016,-0.143693,-20.678119,-0.004642,-0.012766,0.003010,1,1,328,-0.178516,-0.123831,-20.630282,1,1,328,0.999934,0.003012,0.011084,0.000395,1,1,328,-30.375593,1,1,1,328,1161.123102,261.137906,-30.375593,6.922500,0.018251,0.018251,4.707333,2,1,1,3,1951,1,1,328,6540,0,1,1,0,0,0,0,1,1,1,5600,1990,0,5540,1880,1,0.951011,3743.401290,3014.669224,3045.368936,698.032354,3048,3045.368936,2.631064,0,9.779335,-1.713732,1161.123102,1.303913,-0.599355,261.137906
328,6560000,1,1,329,14.577153,870.094359,1266.465670,1,1,329,-0.218408,-0.142910,-20.580350,-0.004442,-0.012613,0.002969,1,1,329,-0.178243,-0.122496,-20.533471,1,1,329,0.999934,0.002994,0.011100,0.000382,1,1,329,-30.278343,1,1,1,329,1166.333749,260.532340,-30.278343,6.915000,0.018299,0.018299,4.702667,2,1,1,3,1951,1,1,329,6560,0,1,1,0,0,0,0,1,1,1,5620,2010,0,5560,1900,1,0.950873,3739.476683,3014.767705,3045.370361,694.106322,3048,3045.370361,2.629639,0,9.805397,-1.725722,1166.333749,1.302367,-0.599726,260.532340
329,6580000,1,1,330,14.546170,869.543191,1271.658052,1,1,330,-0.218756,-0.142110,-20.482995,-0.004241,-0.012458,0.002927,1,1,330,-0.177946,-0.121148,-20.437105,1,1,330,0.999934,0.002975,0.011117,0.000369,1,1,330,-30.181634,1,1,1,330,1171.532323,259.928707,-30.181634,6.907500,0.018346,0.018346,4.698000,2,1,1,3,1951,1,1,330,6580,0,1,1,0,0,0,0,1,1,1,5640,2030,0,5580,1920,1,0.950735,3735.572044,3014.866132,3045.371788,690.200256,3048,3045.371788,2.628212,0,9.831429,-1.737721,1171.532323,1.300819,-0.600094,259.928707
