t_us,bmp_T,bmp_P,bmp_alt,ax,ay,az,gx,gy,gz,lis_ax,lis_ay,lis_az,q0,q1,q2,q3,a_vertical,est_h,est_v,est_a,P00,P01,P10,P11,arm_state,policy_runtime_enabled,software_arm_token,phase,actuator_us,phase_diag_valid,phase_diag_updated,phase_diag_seq,phase_diag_t_ms,phase_diag_age_ms,phase_launch_latched,phase_burnout_latched,phase_descent_latched,phase_launch_candidate,phase_burnout_candidate,phase_descent_candidate,phase_boost_dwell_met,phase_coast_dwell_met,phase_brake_active,phase_launch_confirm_ms,phase_burnout_confirm_ms,phase_descent_confirm_ms,phase_since_launch_ms,phase_since_burnout_ms,policy_valid,policy_cmd,apogee_no_brake,apogee_full_brake,target_apogee,apogee_error,warn_mask,gps_x,gps_y,gps_z,gps_vx,gps_vy,gps_vz
6600000,21.355794,955.956885,488.545415,0.102684,0.056316,-7.883935,-0.014624,-0.007967,0.003415,0.139202,0.076924,-7.808964,0.991157,-0.011176,-0.016464,0.131192,-17.650186,332.228205,12.318155,-17.650186,1.207801,0.013976,0.013976,0.179699,2,1,1,2,1000.000000,1,1,331,6600,0,1,1,0,1,1,0,1,1,0,6000,4800,0,5940,4680,0,0.000000,339.920090,339.798911,298.901000,41.019090,0,15.595540,5.845322,332.080169,2.593772,0.802686,12.235798
6620000,21.354247,955.928794,488.791698,0.077819,0.069578,-7.897632,-0.014502,-0.008197,0.003238,0.115250,0.092006,-7.825200,0.991135,-0.011017,-0.016608,0.131357,-17.640198,332.472571,11.969738,-17.640198,1.208460,0.013911,0.013911,0.177931,2,1,1,2,1000.000000,1,1,332,6620,0,1,1,0,1,1,0,1,1,0,6020,4820,0,5960,4700,0,0.000000,339.737812,339.629554,298.900700,40.837112,0,15.650173,5.854374,332.336382,2.592579,0.801100,11.882618
6640000,21.352746,955.901503,489.031853,0.050967,0.081665,-7.908252,-0.014363,-0.008422,0.003060,0.089176,0.105848,-7.838845,0.991112,-0.010854,-0.016749,0.131523,-17.630222,332.709851,11.621506,-17.630222,1.209120,0.013846,0.013846,0.176172,2,1,1,2,1000.000000,1,1,333,6640,0,1,1,0,1,1,0,1,1,0,6040,4840,0,5980,4720,0,0.000000,339.560642,339.464256,298.900400,40.660242,0,15.705306,5.863322,332.585686,2.591347,0.799499,11.529700
6660000,21.351290,955.875012,489.265927,0.022812,0.092374,-7.914804,-0.014208,-0.008642,0.002882,0.061662,0.118242,-7.848888,0.991090,-0.010688,-0.016889,0.131689,-17.620259,332.940043,11.273454,-17.620259,1.209780,0.013781,0.013781,0.174424,2,1,1,2,1000.000000,1,1,334,6660,0,1,1,0,1,1,0,1,1,0,6060,4860,0,6000,4740,0,0.000000,339.388580,339.303070,298.900100,40.488480,0,15.760934,5.872168,332.828080,2.590077,0.797885,11.177045
6680000,21.349880,955.849320,489.493945,-0.005925,0.101524,-7.916493,-0.014036,-0.008855,0.002704,0.033426,0.129001,-7.854512,0.991067,-0.010519,-0.017026,0.131854,-17.610313,333.163148,10.925577,-17.610313,1.210440,0.013716,0.013716,0.172685,2,1,1,2,1000.000000,1,1,335,6680,0,1,1,0,1,1,0,1,1,0,6080,4880,0,6020,4760,0,0.000000,339.221622,339.146048,298.899800,40.321822,0,15.817051,5.880915,333.063563,2.588771,0.796257,10.824652
6700000,21.348515,955.824426,489.715909,-0.034511,0.108961,-7.912760,-0.013848,-0.009063,0.002525,0.005199,0.137966,-7.855131,0.991045,-0.010347,-0.017160,0.132020,-17.600383,333.379165,10.577871,-17.600383,1.211100,0.013651,0.013651,0.170955,2,1,1,2,1000.000000,1,1,336,6700,0,1,1,0,1,1,0,1,1,0,6100,4900,0,6040,4780,0,0.000000,339.059765,338.993244,298.899500,40.160265,0,15.873651,5.889566,333.292134,2.587428,0.794617,10.472521
6720000,21.347195,955.800331,489.931797,-0.062216,0.114559,-7.903311,-0.013644,-0.009264,0.002346,-0.022289,0.145009,-7.850420,0.991022,-0.010172,-0.017293,0.132185,-17.590475,333.588094,10.230330,-17.590475,1.211761,0.013585,0.013585,0.169235,2,1,1,2,1000.000000,1,1,337,6720,0,1,1,0,1,1,0,1,1,0,6120,4920,0,6060,4800,0,0.000000,338.903008,338.844707,298.899200,40.003808,0,15.930728,5.898125,333.513794,2.586051,0.792965,10.120650
6740000,21.345920,955.777035,490.141566,-0.088331,0.118223,-7.888124,-0.013425,-0.009459,0.002168,-0.048331,0.150029,-7.840327,0.990999,-0.009995,-0.017423,0.132351,-17.580589,333.789936,9.882950,-17.580589,1.212421,0.013520,0.013520,0.167525,2,1,1,2,1000.000000,1,1,338,6740,0,1,1,0,1,1,0,1,1,0,6140,4940,0,6080,4820,0,0.000000,338.751350,338.700489,298.898900,39.852450,0,15.988274,5.906595,333.728540,2.584639,0.791301,9.769038
6760000,21.344691,955.754536,490.345153,-0.112190,0.119893,-7.867460,-0.013189,-0.009648,0.001989,-0.072261,0.152961,-7.825078,0.990977,-0.009814,-0.017550,0.132516,-17.570729,333.984692,9.535726,-17.570729,1.213082,0.013455,0.013455,0.165824,2,1,1,2,1000.000000,1,1,339,6760,0,1,1,0,1,1,0,1,1,0,6160,4960,0,6100,4840,0,0.000000,338.604790,338.560636,298.898600,39.706190,0,16.046281,5.914980,333.936372,2.583193,0.789626,9.417685
6780000,21.343506,955.732834,490.542474,-0.133182,0.119539,-7.841841,-0.012939,-0.009830,0.001809,-0.093468,0.153774,-7.805159,0.990954,-0.009630,-0.017676,0.132682,-17.560899,334.172363,9.188654,-17.560899,1.213743,0.013390,0.013390,0.164132,2,1,1,2,1000.000000,1,1,340,6780,0,1,1,0,1,1,0,1,1,0,6180,4980,0,6120,4860,0,0.000000,338.463325,338.425199,298.898300,39.565025,0,16.104742,5.923282,334.137290,2.581714,0.787940,9.066590
6800000,21.342367,955.711930,490.733425,-0.150773,0.117168,-7.812032,-0.012673,-0.010006,0.001630,-0.111417,0.152469,-7.781297,0.990932,-0.009444,-0.017798,0.132847,-17.551101,334.352951,8.841728,-17.551101,1.214404,0.013325,0.013325,0.162450,2,1,1,2,1000.000000,1,1,341,6800,0,1,1,0,1,1,0,1,1,0,6200,5000,0,6140,4880,0,0.000000,338.326958,338.294222,298.898000,39.428958,0,16.163647,5.931505,334.331291,2.580204,0.786244,8.715751
6820000,21.341273,955.691822,490.917891,-0.164512,0.112819,-7.779003,-0.012393,-0.010175,0.001451,-0.125655,0.149084,-7.754420,0.990909,-0.009255,-0.017919,0.133012,-17.541340,334.526459,8.494944,-17.541340,1.215065,0.013260,0.013260,0.160777,2,1,1,2,1000.000000,1,1,342,6820,0,1,1,0,1,1,0,1,1,0,6220,5020,0,6160,4900,0,0.000000,338.195687,338.167752,298.897700,39.297987,0,16.222986,5.939653,334.518375,2.578662,0.784538,8.365167
6840000,21.340225,955.672511,491.095738,-0.174048,0.106566,-7.743878,-0.012099,-0.010337,0.001271,-0.135831,0.143690,-7.725614,0.990887,-0.009063,-0.018037,0.133178,-17.531620,334.692889,8.148297,-17.531620,1.215727,0.013194,0.013194,0.159113,2,1,1,2,1000.000000,1,1,343,6840,0,1,1,0,1,1,0,1,1,0,6240,5040,0,6180,4920,0,0.000000,338.069513,338.045833,298.897400,39.172113,0,16.282751,5.947729,334.698540,2.577090,0.782823,8.014836
6860000,21.339224,955.654049,491.266361,-0.179139,0.098515,-10.035876,-0.011791,-0.010492,0.001091,-0.141698,0.136389,-10.024053,0.990864,-0.008869,-0.018152,0.133343,-19.849934,334.851779,7.755222,-19.849934,1.216388,0.013120,0.013120,0.157237,2,1,1,2,1000.000000,1,1,344,6860,0,1,1,0,1,1,0,1,1,0,6260,5060,0,6200,4940,0,0.000000,337.911211,337.891751,298.897100,39.014111,0,16.342930,5.955736,334.871320,2.575489,0.781099,7.618199
6880000,21.338274,955.636480,491.429227,-0.179653,0.088802,-9.592076,-0.011469,-0.010640,0.000912,-0.143123,0.127315,-9.586773,0.990841,-0.008672,-0.018265,0.133508,-19.432093,335.002747,7.370439,-19.432093,1.217050,0.013047,0.013047,0.155411,2,1,1,2,1000.000000,1,1,345,6880,0,1,1,0,1,1,0,1,1,0,6280,5080,0,6220,4960,0,0.000000,337.766731,337.750832,298.896800,38.869931,0,16.403513,5.963679,335.036328,2.573860,0.779367,7.229976
6900000,21.337374,955.619786,491.584344,-0.175578,0.077590,-9.158392,-0.011133,-0.010780,0.000732,-0.140091,0.116629,-9.159645,0.990819,-0.008472,-0.018375,0.133673,-19.022760,335.145961,6.993773,-19.022760,1.217712,0.012976,0.012976,0.153635,2,1,1,2,1000.000000,1,1,346,6900,0,1,1,0,1,1,0,1,1,0,6300,5100,0,6240,4980,0,0.000000,337.635170,337.622264,298.896500,38.738670,0,16.464489,5.971560,335.193724,2.572203,0.777627,6.849997
6920000,21.336522,955.603947,491.731715,-0.167017,0.065068,-8.735821,-0.010785,-0.010914,0.000552,-0.132702,0.104521,-8.743622,0.990796,-0.008270,-0.018483,0.133838,-18.621757,335.281582,6.625056,-18.621757,1.218374,0.012906,0.012906,0.151905,2,1,1,2,1000.000000,1,1,347,6920,0,1,1,0,1,1,0,1,1,0,6320,5120,0,6260,5000,0,0.000000,337.515671,337.505266,298.896200,38.619471,0,16.525845,5.979383,335.343665,2.570519,0.775880,6.478096
6940000,21.335718,955.588947,491.871345,-0.154190,0.051448,-8.325230,-0.010424,-0.011040,0.000372,-0.121169,0.091200,-8.339526,0.990774,-0.008065,-0.018589,0.134003,-18.228912,335.409770,6.264119,-18.228912,1.219037,0.012838,0.012838,0.150222,2,1,1,2,1000.000000,1,1,348,6940,0,1,1,0,1,1,0,1,1,0,6340,5140,0,6280,5020,0,0.000000,337.407415,337.399090,298.895900,38.511515,0,16.587569,5.987152,335.486304,2.568811,0.774127,6.114108
6960000,21.334960,955.574767,492.003239,-0.137424,0.036960,-7.927304,-0.010052,-0.011158,0.000192,-0.105816,0.076894,-7.947999,0.990751,-0.007858,-0.018692,0.134168,-17.844055,335.530682,5.910800,-17.844055,1.219699,0.012771,0.012771,0.148583,2,1,1,2,1000.000000,1,1,349,6960,0,1,1,0,1,1,0,1,1,0,6360,5160,0,6300,5040,0,0.000000,337.309626,337.303019,298.895600,38.414026,0,16.649649,5.994870,335.621791,2.567077,0.772367,5.757873
6980000,21.334248,955.561390,492.127407,-0.117148,0.021849,-7.542508,-0.009668,-0.011269,0.000012,-0.087067,0.061848,-7.569463,0.990728,-0.007649,-0.018792,0.134333,-17.467021,335.644472,5.564939,-17.467021,1.220362,0.012706,0.012706,0.146988,2,1,1,2,1000.000000,1,1,350,6980,0,1,1,0,1,1,0,1,1,0,6380,5180,0,6320,5060,0,0.000000,337.221562,337.216366,298.895300,38.326262,0,16.712072,6.002542,335.750273,2.565320,0.770602,5.409233
7000000,21.333581,955.548799,492.243871,-0.093879,0.006368,-7.171055,-0.009272,-0.011373,-0.000168,-0.065433,0.046317,-7.204089,0.990706,-0.007437,-0.018890,0.134498,-17.097647,335.751292,5.226381,-17.097647,0.570025,0.008638,0.008638,0.145434,2,1,1,2,1000.000000,1,1,351,7000,0,1,1,0,1,1,0,1,1,0,6400,5200,0,6340,5080,0,0.000000,337.142519,337.138473,299.245000,37.897519,0,16.774823,6.010170,335.871892,2.563541,0.768832,5.068035
7020000,21.332957,955.536978,492.352660,-0.068212,-0.009220,-6.812887,-0.008866,-0.011468,-0.000348,-0.041503,0.030562,-6.851778,0.990683,-0.007224,-0.018986,0.134663,-16.735777,335.851290,4.894970,-16.735777,0.570478,0.008596,0.008596,0.143921,2,1,1,2,1000.000000,1,1,352,7020,0,1,1,0,1,1,0,1,1,0,6420,5220,0,6360,5100,0,0.000000,337.071830,337.068714,299.244700,37.827130,0,16.837890,6.017758,335.986790,2.561740,0.767057,4.734129
7040000,21.332376,955.525910,492.453820,-0.040802,-0.024652,-6.467671,-0.008449,-0.011556,-0.000528,-0.015927,0.014847,-6.512158,0.990661,-0.007007,-0.019079,0.134828,-16.381256,335.944614,4.570559,-16.381256,0.570931,0.008555,0.008555,0.142448,2,1,1,2,1000.000000,1,1,353,7040,0,1,1,0,1,1,0,1,1,0,6440,5240,0,6380,5120,0,0.000000,337.008858,337.006488,299.244400,37.764458,0,16.901258,6.025310,336.095103,2.559918,0.765279,4.407366
7060000,21.331836,955.515581,492.547413,-0.012350,-0.039668,-6.134808,-0.008023,-0.011636,-0.000708,0.010602,-0.000568,-6.184591,0.990638,-0.006789,-0.019169,0.134992,-16.033933,336.031406,4.253000,-16.033933,0.571385,0.008516,0.008516,0.141014,2,1,1,2,1000.000000,1,1,354,7060,0,1,1,0,1,1,0,1,1,0,6460,5260,0,6400,5140,0,0.000000,336.953000,336.951222,299.244100,37.708900,0,16.964912,6.032830,336.196965,2.558077,0.763497,4.087602
7080000,21.331338,955.505973,492.633515,0.016417,-0.054015,-5.813454,-0.007588,-0.011709,-0.000888,0.037364,-0.015427,-5.868199,0.990615,-0.006569,-0.019257,0.135157,-15.693661,336.111807,3.942148,-15.693661,0.571838,0.008477,0.008477,0.139616,2,1,1,2,1000.000000,1,1,355,7080,0,1,1,0,1,1,0,1,1,0,6480,5280,0,6420,5160,0,0.000000,336.903683,336.902370,299.243800,37.659883,0,17.028838,6.040321,336.292509,2.556218,0.761712,3.774695
7100000,21.330880,955.497072,492.712226,0.044765,-0.067450,-5.502552,-0.007144,-0.011773,-0.001068,0.063631,-0.029487,-5.561892,0.990593,-0.006346,-0.019342,0.135322,-15.360295,336.185957,3.637865,-15.360295,0.572292,0.008439,0.008439,0.138255,2,1,1,2,1000.000000,1,1,356,7100,0,1,1,0,1,1,0,1,1,0,6500,5300,0,6440,5180,0,0.000000,336.860365,336.859412,299.243500,37.616865,0,17.093019,6.047788,336.381863,2.554341,0.759925,3.468506
7120000,21.330461,955.488863,492.783661,0.071970,-0.079747,-5.200880,-0.006691,-0.011829,-0.001247,0.088686,-0.042519,-5.264415,0.990570,-0.006122,-0.019425,0.135486,-15.033696,336.253992,3.340012,-15.033696,0.572746,0.008401,0.008401,0.136930,2,1,1,2,1000.000000,1,1,357,7120,0,1,1,0,1,1,0,1,1,0,6520,5320,0,6460,5200,0,0.000000,336.822531,336.821853,299.243200,37.579331,0,17.157442,6.055233,336.465152,2.552447,0.758135,3.168900
7140000,21.330080,955.481332,492.847959,0.097336,-0.090698,-4.907097,-0.006231,-0.011878,-0.001427,0.111843,-0.054314,-4.974401,0.990547,-0.005896,-0.019505,0.135651,-14.713725,336.316045,3.048453,-14.713725,0.573200,0.008365,0.008365,0.135638,2,1,1,2,1000.000000,1,1,358,7140,0,1,1,0,1,1,0,1,1,0,6540,5340,0,6480,5220,0,0.000000,336.789691,336.789221,299.242900,37.546791,0,17.222088,6.062660,336.542500,2.550539,0.756345,2.875743
7160000,21.329737,955.474464,492.905276,0.120215,-0.100119,-4.619808,-0.005763,-0.011918,-0.001606,0.132461,-0.064684,-4.690428,0.990524,-0.005668,-0.019582,0.135815,-14.400249,336.372249,2.763058,-14.400249,0.573655,0.008329,0.008329,0.134380,2,1,1,2,1000.000000,1,1,359,7160,0,1,1,0,1,1,0,1,1,0,6560,5360,0,6500,5240,0,0.000000,336.761386,336.761068,299.242600,37.518786,0,17.286944,6.070074,336.614028,2.548616,0.754554,2.588905
7180000,21.329431,955.468245,492.955788,0.140024,-0.107850,-4.337619,-0.005289,-0.011951,-0.001786,0.149964,-0.073469,-4.411080,0.990502,-0.005438,-0.019657,0.135979,-14.093137,336.422732,2.483696,-14.093137,0.574109,0.008295,0.008295,0.133154,2,1,1,2,1000.000000,1,1,360,7180,0,1,1,0,1,1,0,1,1,0,6580,5380,0,6520,5260,0,0.000000,336.737176,336.736969,299.242300,37.494876,0,17.351991,6.077477,336.679852,2.546679,0.752763,2.308256
7200000,21.329162,955.462663,492.999689,0.156255,-0.113761,-4.059200,-0.004809,-0.011975,-0.001965,0.163855,-0.080533,-4.135009,0.990479,-0.005206,-0.019729,0.136144,-13.792259,336.467621,2.210242,-13.792259,0.574564,0.008261,0.008261,0.131959,2,1,1,2,1000.000000,1,1,361,7200,0,1,1,0,1,1,0,1,1,0,6600,5400,0,6540,5280,0,0.000000,336.716649,336.716519,299.242000,37.474649,0,17.417215,6.084875,336.740089,2.544731,0.750972,2.033674
7220000,21.328927,955.457702,493.037190,0.168495,-0.117751,-3.783344,-0.004323,-0.011991,-0.002144,0.173726,-0.085774,-3.860991,0.990456,-0.004973,-0.019799,0.136308,-13.497491,336.507041,1.942571,-13.497491,0.575019,0.008227,0.008227,0.130795,2,1,1,2,1000.000000,1,1,362,7220,0,1,1,0,1,1,0,1,1,0,6620,5420,0,6560,5300,0,0.000000,336.699413,336.699335,299.241700,37.457713,0,17.482596,6.092269,336.794851,2.542771,0.749182,1.765033
7240000,21.328727,955.453351,493.068517,0.176431,-0.119755,-3.509016,-0.003833,-0.011999,-0.002323,0.179275,-0.089121,-3.587980,0.990433,-0.004738,-0.019866,0.136472,-13.208711,336.541115,1.680563,-13.208711,0.575474,0.008195,0.008195,0.129660,2,1,1,2,1000.000000,1,1,363,7240,0,1,1,0,1,1,0,1,1,0,6640,5440,0,6580,5320,0,0.000000,336.685098,336.685054,299.241400,37.443698,0,17.548120,6.099665,336.844249,2.540801,0.747393,1.502214
7260000,21.328561,955.449596,493.093907,0.179860,-0.119738,-3.235400,-0.003337,-0.011999,-0.002502,0.180306,-0.090537,-3.315150,0.990411,-0.004501,-0.019930,0.136636,-12.925799,336.569962,1.424097,-12.925799,0.575929,0.008163,0.008163,0.128554,2,1,1,2,1000.000000,1,1,364,7260,0,1,1,0,1,1,0,1,1,0,6660,5460,0,6600,5340,0,0.000000,336.673356,336.673333,299.241100,37.432256,0,17.613768,6.107065,336.888390,2.538822,0.745606,1.245099
7280000,21.328428,955.446426,493.113607,0.178694,-0.117700,-2.961931,-0.002838,-0.011991,-0.002680,0.176741,-0.090017,-3.041931,0.990388,-0.004263,-0.019992,0.136800,-12.648637,336.593700,1.173059,-12.648637,0.576385,0.008132,0.008132,0.127476,2,1,1,2,1000.000000,1,1,365,7280,0,1,1,0,1,1,0,1,1,0,6680,5480,0,6620,5360,0,0.000000,336.663856,336.663846,299.240800,37.423056,0,17.679523,6.114474,336.927381,2.536835,0.743822,0.993572
7300000,21.328327,955.443827,493.127872,0.172963,-0.113675,-2.688317,-0.002336,-0.011974,-0.002858,0.168618,-0.087591,-2.768029,0.990365,-0.004023,-0.020051,0.136964,-12.377113,336.612446,0.927333,-12.377113,0.576840,0.008102,0.008102,0.126426,2,1,1,2,1000.000000,1,1,366,7300,0,1,1,0,1,1,0,1,1,0,6700,5500,0,6640,5380,0,0.000000,336.656290,336.656286,299.240500,37.415790,0,17.745368,6.121894,336.961324,2.534842,0.742041,0.747520
7320000,21.328258,955.441787,493.136960,0.162814,-0.107733,-2.414548,-0.001831,-0.011950,-0.003036,0.156092,-0.083323,-2.493436,0.990342,-0.003782,-0.020108,0.137128,-12.111114,336.626312,0.686810,-12.111114,0.577296,0.008072,0.008072,0.125402,2,1,1,2,1000.000000,1,1,367,7320,0,1,1,0,1,1,0,1,1,0,6720,5520,0,6660,5400,0,0.000000,336.650362,336.650361,299.240200,37.410162,0,17.811285,6.129331,336.990321,2.532842,0.740264,0.506832
7340000,21.328220,955.440296,493.141128,0.148506,-0.099972,-2.140888,-0.001324,-0.011918,-0.003214,0.139432,-0.077309,-2.218423,0.990319,-0.003540,-0.020162,0.137292,-11.850531,336.635411,0.451379,-11.850531,0.577752,0.008043,0.008043,0.124403,2,1,1,2,1000.000000,1,1,368,7340,0,1,1,0,1,1,0,1,1,0,6740,5540,0,6680,5420,0,0.000000,336.645799,336.645799,299.239900,37.405899,0,17.877257,6.136786,337.014471,2.530838,0.738490,0.271398
7360000,21.328213,955.439341,493.140633,0.130404,-0.090524,-1.867862,-0.000815,-0.011877,-0.003392,0.119010,-0.069673,-1.943522,0.990296,-0.003296,-0.020213,0.137455,-11.595258,336.639851,0.220934,-11.595258,0.578208,0.008014,0.008014,0.123430,2,1,1,2,1000.000000,1,1,369,7360,0,1,1,0,1,1,0,1,1,0,6760,5560,0,6700,5440,0,0.000000,336.642340,336.642340,299.239600,37.402740,0,17.943265,6.144265,337.033871,2.528830,0.736721,0.041112
7380000,21.328235,955.438911,493.135723,0.108971,-0.079548,-1.596221,-0.000306,-0.011829,-0.003569,0.095298,-0.060570,-1.669499,0.990273,-0.003051,-0.020262,0.137619,-11.345191,336.639740,-0.004630,-11.345191,0.578664,0.007988,0.007988,0.122519,2,1,1,2,1000.000000,1,1,370,7380,0,1,1,0,1,1,1,1,1,0,6780,5580,0,6720,5460,0,0.000000,336.639740,336.639740,299.239300,37.400440,0,18.009292,6.151771,337.048615,2.526819,0.734958,-0.184132
7400000,21.328287,955.438995,493.126641,0.084754,-0.067230,-1.326903,0.000204,-0.011772,-0.003746,0.068852,-0.050180,-1.397306,0.990250,-0.002805,-0.020308,0.137782,-11.100228,336.635182,-0.225415,-11.100228,0.579121,0.008021,0.008021,0.123449,2,1,1,2,1000.000000,1,1,371,7400,0,1,1,0,1,1,1,1,1,0,6800,5600,20,6740,5480,0,0.000000,336.635182,336.635182,299.239000,37.396182,0,18.075320,6.159306,337.058797,2.524807,0.733200,-0.404435
7420000,21.328367,955.439583,493.113613,0.058372,-0.053777,-1.060984,0.000714,-0.011708,-0.003923,0.040298,-0.038705,-1.128038,0.990227,-0.002558,-0.020351,0.137946,-10.860270,336.626281,-0.441522,-10.860270,0.579578,0.008054,0.008054,0.124361,2,1,1,2,1000.000000,1,1,372,7420,0,1,1,0,1,1,1,1,1,0,6820,5620,40,6760,5500,0,0.000000,336.626281,336.626281,299.238700,37.387581,0,18.141331,6.166876,337.064506,2.522795,0.731448,-0.619898
7440000,21.328475,955.440663,493.096853,0.030499,-0.039417,-0.799617,0.001223,-0.011635,-0.004099,0.010317,-0.026366,-0.862872,0.990204,-0.002310,-0.020392,0.138109,-10.625219,336.613138,-0.653049,-10.625219,0.580035,0.008086,0.008086,0.125258,2,1,1,2,1000.000000,1,1,373,7440,0,1,1,0,1,1,1,1,1,0,6840,5640,60,6780,5520,0,0.000000,336.613138,336.613138,299.238400,37.374738,0,18.207308,6.174483,337.065833,2.520782,0.729703,-0.830621
7460000,21.328611,955.442226,493.076559,0.001847,-0.024391,-0.543976,0.001731,-0.011555,-0.004275,-0.020369,-0.013400,-0.603007,0.990181,-0.002061,-0.020430,0.138272,-10.394980,336.595851,-0.860091,-10.394980,0.580492,0.008118,0.008118,0.126139,2,1,1,2,1000.000000,1,1,374,7460,0,1,1,0,1,1,1,1,1,0,6860,5660,80,6800,5540,0,0.000000,336.595851,336.595851,299.238100,37.357751,0,18.273232,6.182130,337.062862,2.518772,0.727966,-1.036700
7480000,21.328773,955.444261,493.052904,-0.026853,-0.008954,-0.295193,0.002236,-0.011467,-0.004451,-0.051023,-0.000055,-0.349603,0.990158,-0.001811,-0.020465,0.138435,-10.169461,336.574516,-1.062743,-10.169461,0.580949,0.008149,0.008149,0.127004,2,1,1,2,1000.000000,1,1,375,7480,0,1,1,0,1,1,1,1,1,0,6880,5680,100,6820,5560,0,0.000000,336.574516,336.574516,299.237800,37.336716,0,18.339086,6.189822,337.055681,2.516763,0.726236,-1.238229
7500000,21.328962,955.446758,493.026046,-0.054866,0.006634,-0.054298,0.002739,-0.011371,-0.004626,-0.080904,0.013415,-0.103721,0.990135,-0.001560,-0.020498,0.138598,-9.948571,336.549229,-1.261098,-9.948571,0.581406,0.008179,0.008179,0.127854,2,1,1,2,1000.000000,1,1,376,7500,0,1,1,0,1,1,1,1,1,0,6900,5700,120,6840,5580,0,0.000000,336.549229,336.549229,299.237500,37.311729,0,18.404852,6.197562,337.044371,2.514759,0.724514,-1.435303
7520000,21.329176,955.449709,492.996116,-0.081478,0.022111,0.177832,0.003239,-0.011267,-0.004801,-0.109290,0.026754,0.133728,0.990112,-0.001308,-0.020528,0.138761,-9.732220,336.520083,-1.455245,-9.732220,0.581864,0.008209,0.008209,0.128688,2,1,1,2,1000.000000,1,1,377,7520,0,1,1,0,1,1,1,1,1,0,6920,5720,140,6860,5600,0,0.000000,336.520083,336.520083,299.237200,37.282883,0,18.470512,6.205353,337.029014,2.512759,0.722801,-1.628013
7540000,21.329415,955.453102,492.963223,-0.106008,0.037214,0.400526,0.003735,-0.011156,-0.004975,-0.135494,0.039706,0.362036,0.990089,-0.001056,-0.020556,0.138924,-9.520324,336.487167,-1.645272,-9.520324,0.582322,0.008239,0.008239,0.129508,2,1,1,2,1000.000000,1,1,378,7540,0,1,1,0,1,1,1,1,1,0,6940,5740,160,6880,5620,0,0.000000,336.487167,336.487167,299.236900,37.250267,0,18.536050,6.213199,337.009690,2.510765,0.721097,-1.816448
7560000,21.329679,955.456929,492.927449,-0.127831,0.051689,0.613345,0.004226,-0.011038,-0.005149,-0.158885,0.052023,0.580730,0.990066,-0.000803,-0.020580,0.139087,-9.312795,336.450571,-1.831267,-9.312795,0.582780,0.008267,0.008267,0.130312,2,1,1,2,1000.000000,1,1,379,7560,0,1,1,0,1,1,1,1,1,0,6960,5760,180,6900,5640,0,0.000000,336.450571,336.450571,299.236600,37.213971,0,18.601447,6.221103,336.986477,2.508777,0.719403,-2.000695
7580000,21.329967,955.461181,492.888857,-0.146388,0.065292,0.816119,0.004713,-0.010911,-0.005323,-0.178897,0.063467,0.789596,0.990043,-0.000549,-0.020603,0.139249,-9.109552,336.410380,-2.013313,-9.109552,0.583238,0.008296,0.008296,0.131102,2,1,1,2,1000.000000,1,1,380,7580,0,1,1,0,1,1,1,1,1,0,6980,5780,200,6920,5660,0,0.000000,336.410380,336.410380,299.236300,37.174080,0,18.666686,6.229068,336.959451,2.506797,0.717720,-2.180843
7600000,21.330279,955.465848,492.847481,-0.161205,0.077793,1.008951,0.005195,-0.010778,-0.005496,-0.195054,0.073813,0.988700,0.990020,-0.000295,-0.020622,0.139412,-8.910514,336.366680,-2.191495,-8.910514,0.583696,0.008323,0.008323,0.131877,2,1,1,2,1000.000000,1,1,381,7600,0,1,1,0,1,1,1,1,1,0,7000,5800,220,6940,5680,0,0.000000,336.366680,336.366680,299.236000,37.130680,0,18.731751,6.237099,336.928686,2.504825,0.716047,-2.356974
7620000,21.330614,955.470923,492.803336,-0.171904,0.088981,1.192220,0.005670,-0.010637,-0.005669,-0.206970,0.082859,1.178376,0.989997,-0.000040,-0.020639,0.139574,-8.715601,336.319552,-2.365892,-8.715601,0.584154,0.008351,0.008351,0.132638,2,1,1,2,1000.000000,1,1,382,7620,0,1,1,0,1,1,1,1,1,0,7020,5820,240,6960,5700,0,0.000000,336.319552,336.319552,299.235700,37.083852,0,18.796624,6.245197,336.894255,2.502863,0.714385,-2.529172
7640000,21.330971,955.476396,492.756412,-0.178212,0.098667,1.366564,0.006139,-0.010489,-0.005842,-0.214369,0.090421,1.359220,0.989973,0.000215,-0.020654,0.139736,-8.524735,336.269078,-2.536585,-8.524735,0.584613,0.008377,0.008377,0.133385,2,1,1,2,1000.000000,1,1,383,7640,0,1,1,0,1,1,1,1,1,0,7040,5840,260,6980,5720,0,0.000000,336.269078,336.269078,299.235400,37.033678,0,18.861289,6.253366,336.856231,2.500912,0.712735,-2.697519
7660000,21.331350,955.482260,492.706684,-0.179968,0.106689,1.532856,0.006600,-0.010334,-0.006014,-0.217085,0.096342,1.532062,0.989950,0.000470,-0.020665,0.139898,-8.337841,336.215336,-2.703650,-8.337841,0.585072,0.008404,0.008404,0.134118,2,1,1,2,1000.000000,1,1,384,7660,0,1,1,0,1,1,1,1,1,0,7060,5860,280,7000,5740,0,0.000000,336.215336,336.215336,299.235100,36.980236,0,18.925729,6.261610,336.814682,2.498972,0.711097,-2.862094
